#  step      rmse_trn    rmse_e_trn    rmse_f_trn    rmse_v_trn         lr
 534000      7.34e+01      2.81e-01      6.28e-01      2.13e+00    1.6e-04
 536000      6.36e+01      3.32e-02      6.35e-01      2.65e-01    1.6e-04
 538000      5.42e+01      6.92e-02      5.24e-01      7.67e-01    1.6e-04
 540000      8.61e+01      2.34e-02      8.49e-01      8.22e-01    1.6e-04
 542000      3.81e+01      2.77e-02      3.73e-01      4.40e-01    1.6e-04
 544000      9.68e+01      1.99e-01      8.43e-01      2.66e+00    1.6e-04
 546000      3.54e+01      1.30e-01      3.53e-01      1.57e-01    1.5e-04
 548000      5.81e+01      1.87e-01      5.80e-01      2.24e-01    1.5e-04
 550000      4.57e+01      3.78e-02      4.56e-01      2.58e-01    1.5e-04
 552000      3.85e+01      1.25e-01      3.71e-01      5.86e-01    1.5e-04
 554000      6.83e+01      1.52e-01      6.70e-01      7.26e-01    1.5e-04
 556000      8.68e+01      2.36e-01      8.65e-01      4.05e-01    1.5e-04
 558000      5.53e+01      2.93e-01      5.34e-01      8.09e-01    1.5e-04
 560000      6.00e+01      4.46e-01      5.89e-01      6.15e-01    1.5e-04
 562000      4.60e+01      4.48e-02      4.60e-01      1.06e-01    1.5e-04
 564000      1.96e+01      1.23e-01      1.91e-01      2.39e-01    1.5e-04
 566000      5.41e+01      1.49e-01      5.35e-01      6.18e-01    1.4e-04
 568000      2.79e+01      1.56e-01      2.78e-01      1.26e-01    1.4e-04
 570000      4.75e+01      9.64e-02      4.74e-01      2.26e-01    1.4e-04
 572000      6.11e+01      1.94e-01      5.99e-01      6.62e-01    1.4e-04
 574000      4.34e+01      1.44e-01      4.32e-01      1.72e-01    1.4e-04
 576000      4.18e+01      8.56e-03      4.08e-01      5.02e-01    1.4e-04
 578000      4.70e+01      4.93e-01      4.41e-01      8.83e-01    1.4e-04
 580000      1.08e+02      1.83e-01      1.07e+00      4.92e-01    1.4e-04
 582000      5.41e+01      3.86e-01      5.06e-01      1.07e+00    1.4e-04
 584000      3.90e+01      1.31e-01      3.88e-01      2.13e-01    1.4e-04
 586000      2.79e+01      6.92e-02      2.73e-01      4.32e-01    1.3e-04
 588000      8.14e+01      2.05e-01      8.13e-01      3.30e-01    1.3e-04
 590000      4.84e+01      1.67e-01      4.83e-01      3.28e-01    1.3e-04
 592000      4.94e+01      2.28e-02      4.93e-01      2.61e-01    1.3e-04
 594000      3.76e+01      4.83e-02      3.73e-01      2.51e-01    1.3e-04
 596000      5.57e+01      6.73e-01      2.49e-01      2.78e+00    1.3e-04
 598000      6.54e+01      4.21e-02      6.53e-01      2.44e-01    1.3e-04
 600000      3.28e+01      1.26e-01      3.27e-01      2.87e-01    1.3e-04
 602000      1.09e+02      9.60e-02      1.08e+00      8.11e-01    1.3e-04
 604000      2.96e+01      2.03e-01      2.88e-01      5.62e-01    1.3e-04
 606000      4.06e+01      5.83e-02      4.03e-01      4.12e-01    1.3e-04
 608000      3.28e+01      3.39e-03      3.16e-01      4.94e-01    1.3e-04
 610000      4.70e+01      1.15e-01      4.69e-01      3.72e-01    1.2e-04
 612000      3.12e+01      2.27e-01      3.07e-01      4.59e-01    1.2e-04
 614000      4.61e+01      7.55e-02      4.60e-01      2.50e-01    1.2e-04
 616000      3.35e+01      9.30e-02      3.28e-01      3.76e-01    1.2e-04
 618000      5.49e+01      8.31e-02      5.49e-01      6.92e-02    1.2e-04
 620000      3.71e+01      6.47e-02      3.69e-01      3.13e-01    1.2e-04
 622000      3.15e+01      2.05e-01      3.14e-01      1.36e-01    1.2e-04
 624000      4.67e+01      1.31e-01      4.65e-01      3.57e-01    1.2e-04
 626000      6.01e+01      2.85e-01      5.96e-01      6.06e-01    1.2e-04
 628000      4.90e+01      3.82e-02      4.85e-01      3.93e-01    1.2e-04
 630000      4.72e+01      1.78e-02      4.71e-01      1.52e-01    1.2e-04
 632000      4.91e+01      7.10e-02      4.88e-01      2.88e-01    1.2e-04
 634000      5.72e+01      8.85e-01      5.70e-01      4.19e-01    1.1e-04
 636000      3.86e+01      1.42e-01      3.86e-01      1.39e-01    1.1e-04
 638000      1.31e+02      2.57e-02      1.31e+00      4.09e-01    1.1e-04
 640000      4.52e+01      1.15e-01      4.50e-01      2.93e-01    1.1e-04
 642000      4.67e+01      7.40e-02      4.63e-01      3.14e-01    1.1e-04
 644000      5.83e+01      1.06e-01      5.66e-01      7.77e-01    1.1e-04
 646000      7.02e+01      6.96e-02      6.97e-01      4.64e-01    1.1e-04
 648000      5.39e+01      1.94e-01      5.25e-01      6.82e-01    1.1e-04
 650000      6.70e+01      8.96e-02      6.69e-01      2.20e-01    1.1e-04
 652000      3.82e+01      1.15e-01      3.71e-01      5.06e-01    1.1e-04
 654000      5.18e+01      3.17e-02      5.18e-01      7.92e-02    1.1e-04
 656000      6.34e+01      2.92e-01      6.22e-01      6.79e-01    1.1e-04
 658000      3.80e+01      5.66e-02      3.71e-01      4.62e-01    1.1e-04
 660000      4.92e+01      5.53e-02      4.89e-01      4.01e-01    1.0e-04
 662000      3.98e+01      1.65e-01      3.94e-01      4.36e-01    1.0e-04
 664000      7.74e+01      4.16e-02      7.61e-01      7.76e-01    1.0e-04
 666000      7.00e+01      9.40e-02      6.96e-01      4.37e-01    1.0e-04
 668000      4.56e+01      8.73e-02      4.45e-01      5.59e-01    1.0e-04
 670000      5.60e+01      1.51e-02      5.60e-01      1.90e-01    1.0e-04
 672000      4.53e+01      4.70e-02      4.51e-01      2.33e-01    1.0e-04
 674000      5.07e+01      3.58e-02      5.06e-01      2.56e-01    1.0e-04
 676000      4.41e+01      1.58e-01      4.25e-01      6.70e-01    9.9e-05
 678000      6.67e+01      4.41e-01      6.47e-01      8.89e-01    9.8e-05
 680000      3.95e+01      6.40e-02      3.94e-01      1.89e-01    9.8e-05
 682000      3.78e+01      6.61e-02      3.77e-01      1.81e-01    9.7e-05
 684000      5.22e+01      1.62e-01      5.16e-01      4.53e-01    9.6e-05
 686000      4.23e+01      1.84e-01      4.20e-01      3.68e-01    9.6e-05
 688000      2.85e+01      9.53e-02      2.82e-01      2.26e-01    9.5e-05
 690000      4.01e+01      8.85e-02      3.97e-01      4.18e-01    9.4e-05
 692000      4.46e+01      1.74e-01      4.30e-01      6.51e-01    9.4e-05
 694000      2.92e+01      7.79e-02      2.81e-01      4.33e-01    9.3e-05
 696000      5.30e+01      3.26e-02      5.01e-01      9.56e-01    9.3e-05
 698000      5.42e+01      8.62e-02      5.41e-01      1.87e-01    9.2e-05
 700000      6.41e+01      3.11e-01      6.15e-01      1.43e+00    9.1e-05
 702000      1.10e+02      6.73e-03      1.09e+00      6.58e-01    9.1e-05
